,y,x,mean_2017,median_2017,std_2017,MAD_2017,dRange_2017,qDiff_2017,iqRange_2017,forAge2017
32,6719980.0,7902140.0,-8.217241379310343,-8.3,1.269012367950719,0.7000000000000011,6.699999999999999,2.839999999999999,1.7000000000000002,1.0
33,6719980.0,7902160.0,-10.220689655172412,-10.2,1.2135383745249708,0.8999999999999986,5.2,3.139999999999999,1.799999999999999,1.0
34,6719980.0,7902180.0,-14.100000000000001,-14.0,1.3605272811519147,1.0,5.800000000000001,3.24,2.0,1.0
35,6719980.0,7903260.0,-11.151724137931035,-11.2,1.2099075740291994,0.9000000000000004,5.300000000000001,2.9799999999999986,1.8000000000000007,10.0
36,6719980.0,7903280.0,-10.113793103448275,-10.4,1.2178908104421076,0.7999999999999989,5.000000000000001,3.099999999999998,1.1999999999999993,6.0
37,6719980.0,7903300.0,-10.227586206896552,-10.3,1.1732350065095254,0.8000000000000007,4.9,3.0999999999999996,1.5999999999999996,6.0
38,6719960.0,7900460.0,-10.620689655172415,-10.3,1.3129013173895934,1.0999999999999996,5.0,3.5,1.9000000000000004,7.0
39,6719960.0,7900480.0,-10.913793103448278,-10.9,1.4114614920006545,0.9000000000000004,5.6,3.6999999999999993,1.8999999999999986,7.0
40,6719960.0,7900640.0,-11.355172413793104,-11.3,1.167840980819041,0.8000000000000007,5.1,2.9399999999999995,1.5999999999999996,6.0
41,6719960.0,7900660.0,-12.400000000000002,-12.2,1.150711923564922,0.6000000000000014,5.300000000000001,3.1799999999999997,1.0,6.0
42,6719960.0,7900680.0,-14.744827586206897,-15.0,1.1675456741849404,0.8000000000000007,4.300000000000001,2.799999999999999,1.6999999999999993,6.0
43,6719960.0,7900700.0,-16.789655172413795,-17.1,1.136341627718988,0.8000000000000007,4.5,2.6599999999999966,1.6000000000000014,5.0
44,6719960.0,7900720.0,-17.50344827586207,-17.4,1.1897501211485078,0.6000000000000014,5.0,3.2399999999999984,1.1000000000000014,5.0
45,6719960.0,7900740.0,-17.048275862068966,-17.2,1.1056658750944584,0.8999999999999986,4.100000000000001,2.8199999999999985,1.5,1.0
46,6719960.0,7901480.0,-13.251724137931031,-13.2,1.3954657335654257,1.299999999999999,5.400000000000002,3.379999999999999,2.5,1.0
47,6719960.0,7901500.0,-13.555172413793102,-13.4,1.330435813195099,0.7999999999999989,5.6,3.5599999999999987,1.299999999999999,1.0
48,6719960.0,7901520.0,-14.303448275862067,-14.1,1.3720065242180983,1.0,5.600000000000001,3.1799999999999997,1.6999999999999993,5.0
49,6719960.0,7901540.0,-15.372413793103446,-15.3,1.1837685443980601,0.6000000000000014,5.0,3.0199999999999996,1.200000000000001,5.0
50,6719960.0,7901560.0,-15.39310344827586,-15.4,1.0589295292507164,0.9000000000000004,3.3999999999999986,2.74,1.8000000000000007,5.0
51,6719960.0,7901580.0,-15.63103448275862,-15.6,1.0336088262527034,0.5999999999999996,4.0,2.860000000000001,1.1999999999999993,5.0
